product_id,product_name,description,price,category_id,vendor_id,status
1c1890ba1779090cd54008a3c3302921,Furniture Decor Product #1C1890,"Standard catalog item in Furniture Decor. Package dimensions: 29x45x24 cm, Weight: 2550g.",111.9,64,6edacfd9f9074789dad6d62ba7950b9c,Active
518ef5de2c2b3a255e326a4594ba15d9,Bed Bath Table Product #518EF5,"Standard catalog item in Bed Bath Table. Package dimensions: 36x16x8 cm, Weight: 800g.",145.0,23,28ea411b354f14b1a494be4e79f0ce02,Active
e3e020af31d4d89d2602272b315c3f6e,Health Beauty Product #E3E020,"Standard catalog item in Health Beauty. Package dimensions: 21x13x7 cm, Weight: 75g.",29.9,21,94144541854e298c2d976cb893b81343,Active
8b41fbc2b984a12030090112324d1bc4,Baby Product #8B41FB,"Standard catalog item in Baby. Package dimensions: 20x13x13 cm, Weight: 500g.",48.9,19,4b9750c8ad28220fe6702d4ecb7c898f,Active
d03bd02af9fff4b98f1c972315e5e9ef,Furniture Decor Product #D03BD0,"Standard catalog item in Furniture Decor. Package dimensions: 40x30x10 cm, Weight: 1800g.",79.9,64,0241d4d5d36f10f80c644447315af0bd,Active
8ba4f2a4ae695d26e5626c1bf710975e,Housewares Product #8BA4F2,"Standard catalog item in Housewares. Package dimensions: 50x50x5 cm, Weight: 900g.",69.9,82,7040e82f899a04d1b434b795a43b4617,Active
f6574524b07d5bb753bab6f35abe2d06,Luggage Accessories Product #F65745,"Standard catalog item in Luggage Accessories. Package dimensions: 35x50x25 cm, Weight: 3600g.",349.9,60,5f5b43b2bffa8656e4bc6efeb13cc649,Active
c78b767da00efb70c1bcccab87c28cd5,Computers Accessories Product #C78B76,"Standard catalog item in Computers Accessories. Package dimensions: 42x30x2 cm, Weight: 300g.",38.9,54,85d9eb9ddc5d00ca9336a2219c97bb13,Active
a0253d43394dd4da9a5d7b1f546f1a32,Computers Accessories Product #A0253D,"Standard catalog item in Computers Accessories. Package dimensions: 23x13x13 cm, Weight: 740g.",208.0,54,48162d548f5b1b11b9d29d1e01f75a61,Active
051b9ff13dd55c0a6655a15ff296f80d,Sports Leisure Product #051B9F,"Standard catalog item in Sports Leisure. Package dimensions: 62x23x23 cm, Weight: 3600g.",285.0,42,a45314082d50d578a4721c9787ce09ab,Active
47859fca9dd7485cbd93c3e8993bb74f,Bed Bath Table Product #47859F,"Standard catalog item in Bed Bath Table. Package dimensions: 16x16x10 cm, Weight: 650g.",41.99,23,1835b56ce799e6a4dc4eddc053f04066,Active
e1d1d22e9f8122a4ec1533b032c12562,Garden Tools Product #E1D1D2,"Standard catalog item in Garden Tools. Package dimensions: 70x34x8 cm, Weight: 2150g.",199.0,50,f918546be4bec7104d117789ba758b2b,Active
20e37962088a4061d3578def47a8648b,Furniture Decor Product #20E379,"Standard catalog item in Furniture Decor. Package dimensions: 40x34x10 cm, Weight: 800g.",64.9,64,cca3071e3e9bb7d12640c9fbe2301306,Active
1eba879220bd0981a0e2fbab499ed4e1,Office Furniture Product #1EBA87,"Standard catalog item in Office Furniture. Package dimensions: 52x17x51 cm, Weight: 8950g.",79.99,65,5058e8c1e82653974541e83690655b4a,Active
ce5b91848b91118daffb3af53b747475,Sports Leisure Product #CE5B91,"Standard catalog item in Sports Leisure. Package dimensions: 34x31x9 cm, Weight: 1388g.",19.9,42,2ff97219cb8622eaf3cd89b7d9c09824,Active
5370b82a213393979691c98074265584,Baby Product #5370B8,"Standard catalog item in Baby. Package dimensions: 33x44x30 cm, Weight: 7950g.",103.37,19,834f8533b2ecb6598dd004ff3de7203a,Active
b8dac5113b06a97e64943234522572b9,Auto Product #B8DAC5,"Standard catalog item in Auto. Package dimensions: 87x42x3 cm, Weight: 6000g.",115.0,18,5ee7fd217d08dfe5d3e2f51f96a12c9a,Active
750cf819d127191920eda79a4b6fb479,Electronics Product #750CF8,"Standard catalog item in Electronics. Package dimensions: 18x16x12 cm, Weight: 263g.",24.0,40,14a08204d03bb6b6bde8029f801ae0eb,Active
e6af694343b45b56304ad91974a110b9,Housewares Product #E6AF69,"Standard catalog item in Housewares. Package dimensions: 19x15x20 cm, Weight: 3900g.",79.99,82,ab3e0c171fe84a7ba7de130f19cfb485,Active
680874c570dad71c0a2844cfbf417054,Furniture Decor Product #680874,"Standard catalog item in Furniture Decor. Package dimensions: 25x25x25 cm, Weight: 600g.",39.0,64,5343d0649eca2a983820bfe93fc4d17e,Active
8b3a9476f74f5297f7ff0ec6d95fe1ea,Furniture Decor Product #8B3A94,"Standard catalog item in Furniture Decor. Package dimensions: 49x41x13 cm, Weight: 2050g.",139.9,64,391fc6631aebcf3004804e51b40bcf1e,Active
1c6fb703c624b381a20f21f757694866,Toys Product #1C6FB7,"Standard catalog item in Toys. Package dimensions: 22x15x17 cm, Weight: 725g.",97.14,22,c68fb906c8f4b4b946d8386bfa6e5467,Active
db46052aed7dff59ba38cf2fe29b87f9,Bed Bath Table Product #DB4605,"Standard catalog item in Bed Bath Table. Package dimensions: 45x35x15 cm, Weight: 6350g.",107.6,23,4a3ca9315b744ce9f8e9374361493884,Active
b864b103180d5a6a3f830e67f93e8735,Baby Product #B864B1,"Standard catalog item in Baby. Package dimensions: 70x11x11 cm, Weight: 600g.",83.9,19,f5b84683a9bf9e1df748cf40f601b39c,Active
7a8dac4aaa16bc642e4df33adcf03303,Cool Stuff Product #7A8DAC,"Standard catalog item in Cool Stuff. Package dimensions: 18x79x40 cm, Weight: 11750g.",469.99,36,7299e27ed73d2ad986de7f7c77d919fa,Active
83b9bc6aae6f527ff6aafb9e01d6cbf3,Toys Product #83B9BC,"Standard catalog item in Toys. Package dimensions: 22x38x32 cm, Weight: 2550g.",129.99,22,46dc3b2cc0980fb8ec44634e21d2718e,Active
5f504b3a1c75b73d6151be81eb05bdc9,Cool Stuff Product #5F504B,"Standard catalog item in Cool Stuff. Package dimensions: 47x47x40 cm, Weight: 15350g.",610.0,36,834f3294fba9f932f56edc879193f925,Active
bbf920aa6ac72007a726e6f419156f8f,Furniture Decor Product #BBF920,"Standard catalog item in Furniture Decor. Package dimensions: 25x25x16 cm, Weight: 1300g.",39.9,64,391fc6631aebcf3004804e51b40bcf1e,Active
c3b7e4d83e530c27a8e6368296aece48,Furniture Decor Product #C3B7E4,"Standard catalog item in Furniture Decor. Package dimensions: 69x11x11 cm, Weight: 850g.",148.0,64,77530e9772f57a62c906e1c21538ab82,Active
c5d8079278e912d7e3b6beb48ecb56e8,Health Beauty Product #C5D807,"Standard catalog item in Health Beauty. Package dimensions: 19x17x28 cm, Weight: 1300g.",92.9,21,abcd2cb37d46c2c8fb1bf071c859fc5b,Active
5eaa343860dc445b3fd43d1b682809fd,Sports Leisure Product #5EAA34,"Standard catalog item in Sports Leisure. Package dimensions: 60x15x30 cm, Weight: 4800g.",1090.0,42,821fb029fc6e495ca4f08a35d51e53a5,Active
b5cfb1d3c5e435a7a52227e08f220ee7,Cool Stuff Product #B5CFB1,"Standard catalog item in Cool Stuff. Package dimensions: 36x24x16 cm, Weight: 1300g.",49.9,36,4b9750c8ad28220fe6702d4ecb7c898f,Active
334479e94cba98064050db1c9636e244,Auto Product #334479,"Standard catalog item in Auto. Package dimensions: 18x17x14 cm, Weight: 220g.",59.9,18,87142160b41353c4e5fca2360caf6f92,Active
3fcd8dfe610c62edfb51de2630cd9ef4,Baby Product #3FCD8D,"Standard catalog item in Baby. Package dimensions: 41x49x17 cm, Weight: 5700g.",229.0,19,713e3a23ca5e47786eb6f0d99f94cfac,Active
4c8056caed5757810b9a68b83c3759e6,Luggage Accessories Product #4C8056,"Standard catalog item in Luggage Accessories. Package dimensions: 20x30x40 cm, Weight: 450g.",169.9,60,b1a81260566c1bac3114a6d124413f27,Active
30e77af9e7759bbaa0305d2fbc605dc4,Fashion Shoes Product #30E77A,"Standard catalog item in Fashion Shoes. Package dimensions: 32x37x12 cm, Weight: 2000g.",349.9,44,7142540dd4c91e2237acb7e911c4eba2,Active
92bf5d2084dfbcb57d9db7838bac5cd0,Telephony Product #92BF5D,"Standard catalog item in Telephony. Package dimensions: 19x11x3 cm, Weight: 100g.",25.99,80,ef506c96320abeedfb894c34db06f478,Active
fdeb34a9f03fea7c3937dd62d1d0287e,Cool Stuff Product #FDEB34,"Standard catalog item in Cool Stuff. Package dimensions: 30x23x20 cm, Weight: 1100g.",53.9,36,d66c305afaec317ebee552073a674429,Active
1065dbb6b0bf03daaedab1236979e296,Stationery Product #1065DB,"Standard catalog item in Stationery. Package dimensions: 38x39x40 cm, Weight: 1400g.",169.0,69,bfd27a966d91cfaafdb25d076585f0da,Active
0d826eba8e0a2ae3bca9e3a947dd756d,Toys Product #0D826E,"Standard catalog item in Toys. Package dimensions: 20x12x14 cm, Weight: 250g.",149.0,22,5b581417df4480f632484ba681e53944,Active
f8f6fd145cc00519283cf3100477b2b3,Sports Leisure Product #F8F6FD,"Standard catalog item in Sports Leisure. Package dimensions: 25x14x20 cm, Weight: 1050g.",121.87,42,91f5779a8731baca4809fdeade81803f,Active
4e04ffb7dd3739ecfc37de8927dd586c,Stationery Product #4E04FF,"Standard catalog item in Stationery. Package dimensions: 24x16x7 cm, Weight: 500g.",59.0,69,aba1721a889e04decc910aa13b768ef4,Active
36555a2f528d7b2a255c504191445d39,Health Beauty Product #36555A,"Standard catalog item in Health Beauty. Package dimensions: 23x20x16 cm, Weight: 1467g.",29.9,21,851773c885feb5e2da3b4f82bc2b17ce,Active
22937a73f92a33040ab4e2540355a5d8,Fashion Bags Accessories Product #22937A,"Standard catalog item in Fashion Bags Accessories. Package dimensions: 16x11x5 cm, Weight: 100g.",79.9,43,0ea22c1cfbdc755f86b9b54b39c16043,Active
dc21247da0290904ffbbcd5953c76f95,Stationery Product #DC2124,"Standard catalog item in Stationery. Package dimensions: 16x16x5 cm, Weight: 100g.",58.0,69,aba1721a889e04decc910aa13b768ef4,Active
9020ce7adcc384b2899ae87ddc54767b,Stationery Product #9020CE,"Standard catalog item in Stationery. Package dimensions: 23x15x7 cm, Weight: 300g.",136.0,69,aba1721a889e04decc910aa13b768ef4,Active
bfc1d1c62b1f7f401d8d9dda962bb870,Sports Leisure Product #BFC1D1,"Standard catalog item in Sports Leisure. Package dimensions: 60x15x15 cm, Weight: 950g.",99.9,42,8f2ce03f928b567e3d56181ae20ae952,Active
6fef6d87bb6c2eb11d57a967209219a8,Garden Tools Product #6FEF6D,"Standard catalog item in Garden Tools. Package dimensions: 17x11x3 cm, Weight: 250g.",7.79,50,4e85b538b0dad58852641540686d0e14,Active
1e5428c428e0f783acd6e3d94ba4ee2a,Computers Product #1E5428,"Standard catalog item in Computers. Package dimensions: 27x53x50 cm, Weight: 12000g.",599.0,71,53243585a1d6dc2643021fd1853d8905,Active
94080f9219044d897195e2be145945dc,Auto Product #94080F,"Standard catalog item in Auto. Package dimensions: 17x16x9 cm, Weight: 921g.",178.9,18,880ce4951cf857ab1d9e0b75c1d856f4,Active
d0389f20b3d11de54e1e4561df147683,Home Construction Product #D0389F,"Standard catalog item in Home Construction. Package dimensions: 60x25x25 cm, Weight: 10000g.",452.6,26,37dd29b36c458d82f74a953c40c43645,Active
3e9b58f1436820c248d3f98d7229bb14,Watches Gifts Product #3E9B58,"Standard catalog item in Watches Gifts. Package dimensions: 16x11x11 cm, Weight: 250g.",99.9,76,fa1c13f2614d7b5c4749cbc52fecda94,Active
575c38b4c88fc7b35ef22fc8312bfe1b,Cool Stuff Product #575C38,"Standard catalog item in Cool Stuff. Package dimensions: 44x20x20 cm, Weight: 1200g.",138.9,36,48436dade18ac8b2bce089ec2a041202,Active
556702ebb73d3786a852ad3d5a8ad268,Construction Tools Construction Product #556702,"Standard catalog item in Construction Tools Construction. Package dimensions: 25x25x8 cm, Weight: 4800g.",169.0,31,0b35c634521043bf4b47e21547b99ab5,Active
a3a03c131926ec14d4c9f3ef03016b24,Pet Shop Product #A3A03C,"Standard catalog item in Pet Shop. Package dimensions: 40x20x20 cm, Weight: 700g.",59.0,73,b55638ad525e906c698fa2ce742c1742,Active
e586ebb6022265ae1eea38f46ffe3ead,Health Beauty Product #E586EB,"Standard catalog item in Health Beauty. Package dimensions: 18x27x21 cm, Weight: 1050g.",64.9,21,01fdefa7697d26ad920e9e0346d4bd1b,Active
278b3c6462e86b4556b99989513ddf73,Small Appliances Product #278B3C,"Standard catalog item in Small Appliances. Package dimensions: 20x20x20 cm, Weight: 350g.",29.99,41,d1ef48b38baca7e831711c4a0aeb398f,Active
0d009643171aee696f4733340bc2fdd0,Perfumery Product #0D0096,"Standard catalog item in Perfumery. Package dimensions: 21x18x16 cm, Weight: 422g.",339.0,72,fe2032dab1a61af8794248c8196565c9,Active
be1be330cf34043d1c40d6114cbd11b5,Watches Gifts Product #BE1BE3,"Standard catalog item in Watches Gifts. Package dimensions: 19x16x13 cm, Weight: 317g.",149.0,76,d921b68bf747894be13a97ae52b0f386,Active
07f01b6fcacc1b187a71e5074199db2d,Agro Industry & Commerce Product #07F01B,"Standard catalog item in Agro Industry & Commerce. Package dimensions: 63x56x66 cm, Weight: 16400g.",57.0,10,6481e96574816ead57975da2c0f6d80d,Active
75b4372e69a42f8ae1d908c076f547b2,Health Beauty Product #75B437,"Standard catalog item in Health Beauty. Package dimensions: 29x23x22 cm, Weight: 938g.",254.0,21,40d54b51e962dbe09cabbcfd33298dee,Active
3569d4374a919941a50f57371b1dc93d,Health Beauty Product #3569D4,"Standard catalog item in Health Beauty. Package dimensions: 21x31x16 cm, Weight: 2700g.",99.9,21,ef0ace09169ac090589d85746e3e036f,Active
a3c95dc653d9a279b160bc0179385ed1,Bed Bath Table Product #A3C95D,"Standard catalog item in Bed Bath Table. Package dimensions: 30x30x18 cm, Weight: 1750g.",180.0,23,7d456afc660226829370f3173d14520c,Active
0992c6cba95a13bfa68ea7d5e22d478b,Garden Tools Product #0992C6,"Standard catalog item in Garden Tools. Package dimensions: 29x24x12 cm, Weight: 3850g.",355.99,50,d50d79cb34e38265a8649c383dcffd48,Active
b1eae565a61935e0011ee7682fef9dc9,Perfumery Product #B1EAE5,"Standard catalog item in Perfumery. Package dimensions: 17x17x13 cm, Weight: 267g.",399.9,72,2089a6d640999f9b9141ac719b2af596,Active
2734390ee304b0f4817b3c233094fc16,Musical Instruments Product #273439,"Standard catalog item in Musical Instruments. Package dimensions: 55x40x40 cm, Weight: 16200g.",239.0,55,35ef5aa32949680f627efec3c23e705c,Active
32ee3f4e2493045726807808d7abbab6,Bed Bath Table Product #32EE3F,"Standard catalog item in Bed Bath Table. Package dimensions: 38x27x9 cm, Weight: 1400g.",89.9,23,c53bcd3be457a342a97e39e5a9f0be22,Active
c2367eda4f9623d0355dc5d7796d857a,Bed Bath Table Product #C2367E,"Standard catalog item in Bed Bath Table. Package dimensions: 100x11x10 cm, Weight: 6450g.",649.9,23,5145090ab595c0d0b8557199f5701fbf,Active
7f34b85142d1ef9e077a0da9ada27385,Furniture Decor Product #7F34B8,"Standard catalog item in Furniture Decor. Package dimensions: 105x70x3 cm, Weight: 2300g.",119.9,64,79ebd9a61bac3eaf882805ed4ecfa12a,Active
c478b1bbf9ec8c5691f37ccb83187386,Computers Accessories Product #C478B1,"Standard catalog item in Computers Accessories. Package dimensions: 25x18x8 cm, Weight: 300g.",139.9,54,bd0389da23d89b726abf911cccc54596,Active
f9ecf420c38b90a8af8e7f70fd789264,Sports Leisure Product #F9ECF4,"Standard catalog item in Sports Leisure. Package dimensions: 50x12x10 cm, Weight: 600g.",89.9,42,94e93ce877be27a515118dbfd2c2be41,Active
3a6a0247ced9dcb444b46caafdcdd368,Health Beauty Product #3A6A02,"Standard catalog item in Health Beauty. Package dimensions: 20x20x20 cm, Weight: 3600g.",126.0,21,f46490624488d3ff7ce78613913a7711,Active
adf591c625cb265c12bc6749d3a2f757,Health Beauty Product #ADF591,"Standard catalog item in Health Beauty. Package dimensions: 20x33x24 cm, Weight: 150g.",32.0,21,a420f60ff1aa9acc80d0e42959f2b313,Active
3e0f398b664b26e3224c79dbf435191f,Sports Leisure Product #3E0F39,"Standard catalog item in Sports Leisure. Package dimensions: 16x11x4 cm, Weight: 400g.",49.9,42,f4aba7c0bca51484c30ab7bdc34bcdd1,Active
64c8f1a52b407d92518a1f8b79240a70,Telephony Product #64C8F1,"Standard catalog item in Telephony. Package dimensions: 18x11x6 cm, Weight: 100g.",24.45,80,7d76b645482be4a332374e8223836592,Active
af16005fca813272caf59c432153949e,Furniture Decor Product #AF1600,"Standard catalog item in Furniture Decor. Package dimensions: 53x20x8 cm, Weight: 800g.",75.9,64,82e0a475a88cc9595229d8029273f045,Active
e6a1ff3552ba3305c1cf0a4dde50347f,Auto Product #E6A1FF,"Standard catalog item in Auto. Package dimensions: 47x23x19 cm, Weight: 5250g.",59.9,18,7142540dd4c91e2237acb7e911c4eba2,Active
d8a405c732027a2af3187b031890933d,Auto Product #D8A405,"Standard catalog item in Auto. Package dimensions: 35x26x4 cm, Weight: 200g.",29.9,18,e21a1e8be4715b0fcfd5385643bc49c4,Active
ce94e3c41145e28428cdae952a1fd7f2,Watches Gifts Product #CE94E3,"Standard catalog item in Watches Gifts. Package dimensions: 17x12x11 cm, Weight: 335g.",689.0,76,8ae520247981aa06bc94abddf5f46d34,Active
3f0f8de616df6efb39a48f3c64eea974,Bed Bath Table Product #3F0F8D,"Standard catalog item in Bed Bath Table. Package dimensions: 50x12x12 cm, Weight: 1300g.",40.0,23,cce6ab8d1682639fe45ab70234f1665f,Active
6ddc95e87149457c4c5177b0a474a9ba,Furniture Decor Product #6DDC95,"Standard catalog item in Furniture Decor. Package dimensions: 35x25x2 cm, Weight: 150g.",9.99,64,79ebd9a61bac3eaf882805ed4ecfa12a,Active
a2e2851eae0aebb8ee4df32348b42e2b,Computers Accessories Product #A2E285,"Standard catalog item in Computers Accessories. Package dimensions: 16x11x4 cm, Weight: 367g.",298.0,54,4e922959ae960d389249c378d1c939f5,Active
723f62c36c298037716bf60c0ad0df3a,Watches Gifts Product #723F62,"Standard catalog item in Watches Gifts. Package dimensions: 16x11x2 cm, Weight: 250g.",65.0,76,6560211a19b47992c3666cc44a7e94c0,Active
b2b3503e675abbc07e278151da072ed2,Furniture Decor Product #B2B350,"Standard catalog item in Furniture Decor. Package dimensions: 75x55x25 cm, Weight: 8500g.",199.99,64,710e3548e02bc1d2831dfc4f1b5b14d4,Active
c18c01e09509a509e2b88d3ed40c580e,Baby Product #C18C01,"Standard catalog item in Baby. Package dimensions: 42x15x25 cm, Weight: 2150g.",229.99,19,7a67c85e85bb2ce8582c35f2203ad736,Active
a41e356c76fab66334f36de622ecbd3a,General Merchandise / Uncategorized Product #A41E35,"Standard catalog item in General Merchandise / Uncategorized. Package dimensions: 17x12x14 cm, Weight: 650g.",99.3,83,d9cb0052a666de5308b32f32ad5f1b1c,Active
e7cad5e8ed9b92e788262ad710c33bd0,Sports Leisure Product #E7CAD5,"Standard catalog item in Sports Leisure. Package dimensions: 16x11x5 cm, Weight: 150g.",63.9,42,d566c37fa119d5e66c4e9052e83ee4ea,Active
c33d78b97260227119fb2b71be168fca,Bed Bath Table Product #C33D78,"Standard catalog item in Bed Bath Table. Package dimensions: 27x22x10 cm, Weight: 650g.",86.45,23,a3e9a2c700480d9bb01fba070ba80a0e,Active
e8fd6f481db77b847e7ab93fa1510e7e,Small Appliances Product #E8FD6F,"Standard catalog item in Small Appliances. Package dimensions: 20x32x26 cm, Weight: 2700g.",219.9,41,23d7c96d4a1160db1c726b248601b25a,Active
67bea89008edcb996cfe4e3d062b62a8,Housewares Product #67BEA8,"Standard catalog item in Housewares. Package dimensions: 23x16x22 cm, Weight: 1200g.",46.99,82,8e6cc767478edae941d9bd9eb778d77a,Active
e8e86cbab028363545a5bf0ca5e226ee,Furniture Living Room Product #E8E86C,"Standard catalog item in Furniture Living Room. Package dimensions: 55x46x10 cm, Weight: 6050g.",139.9,67,1554a68530182680ad5c8b042c3ab563,Active
c12b64bf0861a27e0f06c36ef82f457d,Sports Leisure Product #C12B64,"Standard catalog item in Sports Leisure. Package dimensions: 16x11x6 cm, Weight: 150g.",49.9,42,3969863bb8af7f72580b3b1ffd3a17b3,Active
6f0169f259bb0ff432bfff7d829b9946,Home Construction Product #6F0169,"Standard catalog item in Home Construction. Package dimensions: 16x16x20 cm, Weight: 1050g.",119.85,26,213b25e6f54661939f11710a6fddb871,Active
b6f3b8136ba8302906df7e11ff908751,Pet Shop Product #B6F3B8,"Standard catalog item in Pet Shop. Package dimensions: 23x30x7 cm, Weight: 1350g.",399.0,73,a5cba26a62b8b4d0145b68b841e62e7f,Active
2be2be0a6a5916840503fdf50808ebcb,Housewares Product #2BE2BE,"Standard catalog item in Housewares. Package dimensions: 36x19x6 cm, Weight: 600g.",24.2,82,dfc475d54e1b6dbeeb7d7d9bdaa63827,Active
8efa775719397f78f79c8e5c7b0afbd4,Furniture Decor Product #8EFA77,"Standard catalog item in Furniture Decor. Package dimensions: 30x18x18 cm, Weight: 1000g.",77.0,64,bd4889b5e9133b35b66e42a8665cea5c,Active
9e87e3ee09baee5f5c0513ff37bc60ab,Bed Bath Table Product #9E87E3,"Standard catalog item in Bed Bath Table. Package dimensions: 43x33x8 cm, Weight: 1550g.",95.9,23,8160255418d5aaa7dbdc9f4c64ebda44,Active
a0abcee0132a5aed003d98e459b37698,Bed Bath Table Product #A0ABCE,"Standard catalog item in Bed Bath Table. Package dimensions: 45x35x13 cm, Weight: 2700g.",117.99,23,004c9cd9d87a3c30c522c48c4fc07416,Active
7f6308ba4057a6a740af7b4dcfb79c13,Telephony Product #7F6308,"Standard catalog item in Telephony. Package dimensions: 19x11x5 cm, Weight: 200g.",39.99,80,ef506c96320abeedfb894c34db06f478,Active
1eb4a9aee05c9cad041e09add2a26d68,Luggage Accessories Product #1EB4A9,"Standard catalog item in Luggage Accessories. Package dimensions: 38x28x8 cm, Weight: 800g.",47.9,60,dbc22125167c298ef99da25668e1011f,Active
8da90b37f0fb171b4877c124f965b1f6,Perfumery Product #8DA90B,"Standard catalog item in Perfumery. Package dimensions: 18x15x13 cm, Weight: 377g.",137.9,72,65b081a070633e057c462abdd6fb9dd8,Active
712a72a78ffb66cb6eee87eebbf54519,Sports Leisure Product #712A72,"Standard catalog item in Sports Leisure. Package dimensions: 45x43x22 cm, Weight: 400g.",136.0,42,a420f60ff1aa9acc80d0e42959f2b313,Active
c5fb7fbe39f4e09e048ffbc5b28db49a,Signaling & Security Product #C5FB7F,"Standard catalog item in Signaling & Security. Package dimensions: 16x16x5 cm, Weight: 450g.",47.4,78,612170e34b97004b3ba37eae81836b4c,Active
f17b05cc8a7651896df8c30884200e9a,Air Conditioning Product #F17B05,"Standard catalog item in Air Conditioning. Package dimensions: 32x16x51 cm, Weight: 2000g.",110.3,29,ac6417315ae5da8f9a38ee11de6f7780,Active
55ec10b39713ee81ee2c5bcb558cf866,Fashion Bags Accessories Product #55EC10,"Standard catalog item in Fashion Bags Accessories. Package dimensions: 16x11x2 cm, Weight: 300g.",13.3,43,e5a3438891c0bfdb9394643f95273d8e,Active
c190c4fe582c5b7ffff586506de83f01,Furniture Decor Product #C190C4,"Standard catalog item in Furniture Decor. Package dimensions: 26x14x14 cm, Weight: 250g.",47.9,64,066a6914e1ebf3ea95a216c73a986b91,Active
