vendor_id,vendor_name,rating,gst_number
abe42c5d03695b4257b5c6cbf4e6784e,Rio De Janeiro Merchant ABE42C,3.92,GST-RJ-310CDFB9
1996942dc085d7773ba77a529b163cd0,Pradopolis Merchant 199694,3.9,GST-SP-1809BF14
79b93a308a97792cf53ac75f46da00b5,Rio De Janeiro Merchant 79B93A,5.0,GST-RJ-DF16215D
7cf4ea70955b00d6b3c22542598e2715,Sao Paulo Merchant 7CF4EA,5.0,GST-SP-5DBE4017
63ffcb71394dd8ea3872ed9ffda17c74,Itaborai Merchant 63FFCB,3.18,GST-RJ-3B6F8CB9
83353a83fd769dfafa4f21a72b15e3e5,Sao Paulo Merchant 83353A,3.8,GST-SP-6BB9591F
cda598c48d7c614bc1cad7d8ff6f0010,Mirassol Merchant CDA598,4.06,GST-SP-20E4725C
d4910f1cdcfdabd48d6b316e395d4a23,Santo Andre Merchant D4910F,4.91,GST-SP-81C1FAC3
709e16e2b25c7474d980076c6bfc4806,Birigui Merchant 709E16,4.52,GST-SP-B11D2956
9dc79dd988ac42f4d56c340d7048420a,Sao Paulo Merchant 9DC79D,4.75,GST-SP-7952608D
276677b5d08786d5dce7c2149dcce48b,Belo Horizonte Merchant 276677,3.91,GST-MG-8362061B
9c4d31c7e46ab03a43fc06e3142afd4e,Rio De Janeiro Merchant 9C4D31,4.5,GST-RJ-2B935D73
512d298ac2a96d1931b6bd30aa21f61d,Rio De Janeiro Merchant 512D29,4.27,GST-RJ-CB05D276
422be4cc81a457fdb46f47edeb968ae5,Ibitinga Merchant 422BE4,5.0,GST-SP-D0C40704
99cd94252748d2bdde08e17858233602,Sao Paulo Merchant 99CD94,4.5,GST-SP-61E842C8
698624c6632eeba1774924dbea24c700,Sao Paulo Merchant 698624,5.0,GST-SP-7E3D9053
8bb48dc19fccaa8613b6229bf7f452a2,Assis Merchant 8BB48D,4.42,GST-SP-03F1747A
ad87df7699e83b8a91822a4a0b765c3a,Jaguariuna Merchant AD87DF,3.83,GST-SP-00A75B72
d6b664fa0667064c6d76394e7848d790,Araraquara Merchant D6B664,4.83,GST-SP-3403C4CF
98f52e1020fe788c10c0418de4393fec,Macae Merchant 98F52E,4.0,GST-RJ-54959AC5
62760d278921b5f352461620d68a9cee,Salto Merchant 62760D,3.67,GST-SP-34C0BB7A
eb72802c83dc7547529c9546d1a9b8ef,Rio Claro Merchant EB7280,4.62,GST-SP-475D3960
3f9be91358837bff69df67edfa3e42e8,Londrina Merchant 3F9BE9,4.43,GST-PR-DD8EAFA2
1d4587203296c8f4ad134dc286fa6db0,Sao Paulo Merchant 1D4587,4.29,GST-SP-ED6A0B4C
791cfcfe22fe4a771ece27f90017da92,Ribeirao Preto Merchant 791CFC,1.5,GST-SP-0058CB61
392f7f2c797e4dc077e4311bde2ab8ce,Rio De Janeiro Merchant 392F7F,5.0,GST-RN-FF371194
0c8380b62e38e8a1e6adbeba7eb9688c,Tres Coracoes Merchant 0C8380,4.05,GST-MG-EEEBD7D1
37be5a7c751166fbc5f8ccba4119e043,Sao Paulo Merchant 37BE5A,4.3,GST-SP-8E288AC0
87d73636a3acf123e842bb890a4db036,Nhandeara Merchant 87D736,5.0,GST-SP-0CB92850
3d3ccf2b2f8134b10dce9dd446f0e075,Ibitinga Merchant 3D3CCF,3.33,GST-SP-EB7664E5
e24d3429d294b2eb200b064ebb035879,Sao Paulo Merchant E24D34,4.26,GST-SP-B6EDEAB0
44073f8b7e41514de3b7815dd0237f4f,Brasilia Merchant 44073F,3.76,GST-DF-EDC47D43
05ca864204d09595ae591b93ea9cf93d,Barueri Merchant 05CA86,5.0,GST-SP-343A56E8
9d39404483343dd55c7ae254494d8388,Sao Paulo Merchant 9D3940,3.5,GST-SP-2277DE40
f9eda05b67bef472deaddbba84aca289,Orleans Merchant F9EDA0,1.0,GST-SC-32C12D23
75745ef7bc7d4f3ea3380f6f5303f514,Brasilia Merchant 75745E,5.0,GST-DF-9B2B4FC5
0692610d8abe24f287e9fae90ea0bbee,Sao Paulo Merchant 069261,4.0,GST-SP-6C2C5E5F
7b07b3c7487f0ea825fc6df75abd658b,Sao Paulo Merchant 7B07B3,4.35,GST-SP-797FE0A3
99002261c568a84cce14d43fcffb43ea,Cuiaba Merchant 990022,3.72,GST-MT-DBF22C6E
e5899683388855d3dabe8913bbe365de,Sao Carlos Merchant E58996,4.0,GST-SP-B0632395
784ba75dd9d20200c4caed3d7a77141a,Sao Paulo Merchant 784BA7,3.86,GST-SP-E019ECD4
099095b050cfe8eb1ddff5317587e96e,Sao Paulo Merchant 099095,3.24,GST-SP-4C122874
0ad80de75c811326389cfb1daba7d45e,Rio De Janeiro Merchant 0AD80D,5.0,GST-RJ-242F5504
b9a03475e6447e631b6799ec8274800f,Formosa Do Oeste Merchant B9A034,4.2,GST-PR-1FFCB04A
ba6b4a237f92479743cf0ca06b67a9ac,Rio De Janeiro Merchant BA6B4A,4.25,GST-RJ-A642242C
ea00f977a203ff88adf7057cb7806998,Santos Merchant EA00F9,4.11,GST-SP-B11B1806
82e0a475a88cc9595229d8029273f045,Sao Paulo Merchant 82E0A4,3.52,GST-SP-B7E16C8C
ad75519a07f039025e83795a4418470f,Santa Terezinha De Goias Merchant AD7551,3.67,GST-GO-96C87EAE
34aefe746cd81b7f3b23253ea28bef39,Curitiba Merchant 34AEFE,1.0,GST-PR-09820418
ed4acab38528488b65a9a9c603ff024a,Sao Paulo Merchant ED4ACA,3.72,GST-SP-D9D773DA
f0837c8d71434931d9e38e7b79234797,Arvorezinha Merchant F0837C,4.61,GST-RS-250D1C24
fce62094ffe6a4009188ec44e681dfdd,Sao Paulo Merchant FCE620,4.0,GST-SP-E704A4EF
ebef8d8c92b4fd3226e5d407bbff21ac,Ribeirao Preto Merchant EBEF8D,2.67,GST-SP-52AAC9BE
d73cbd89533ce8b041a9190241453ac8,Guiricema Merchant D73CBD,3.5,GST-MG-6ECF98B8
75a4764c108403a7a0575140cb22287c,Caxias Do Sul Merchant 75A476,4.6,GST-RS-53C1A55B
70c0fda4c313d87115644d39e62eec60,Caruaru Merchant 70C0FD,5.0,GST-PE-5F77F1AB
ffcfefa19b08742c5d315f2791395ee5,Curitiba Merchant FFCFEF,1.0,GST-PR-6FB1DC3F
26e13b6ff5b641b329e5524241ee2c93,Franca Merchant 26E13B,4.0,GST-SP-A183C39B
0ade5cc4a305ed7093a23f68ca47519c,Curitiba Merchant 0ADE5C,5.0,GST-PR-AF464023
fc59392d66ef99377e50356ee4f3b4e1,Salvador Merchant FC5939,3.6,GST-BA-2E29A4A7
b18dc380845b24038cfc48006478f099,Diadema Merchant B18DC3,4.14,GST-SP-C148C142
f22a247b79dd22ecd91dc8e3b2a1b07c,Itaquaquecetuba Merchant F22A24,4.0,GST-SP-B94AB00B
889009a0ed0bb52c87819941192931b8,Lencois Paulista Merchant 889009,4.0,GST-SP-EA409085
ffc470761de7d0232558ba5e786e57b7,Guarulhos Merchant FFC470,4.44,GST-SP-C61163BD
4c498c7345e89aebad651544829beca0,Carapicuiba Merchant 4C498C,4.29,GST-SP-1C68A4EE
01bcc9d254a0143f0ce9791b960b2a47,Uruacu Merchant 01BCC9,4.4,GST-GO-6372E706
f021c962aaba8ef6eb527a9c2c8394d1,Itajai Merchant F021C9,4.2,GST-SC-B1FB8E0F
024b564ae893ce8e9bfa02c10a401ece,Sao Paulo Merchant 024B56,4.5,GST-SP-8EC905C6
a513150f33f99a06569e9cd5c4bb889b,Sao Paulo Merchant A51315,4.33,GST-SP-0D4E4804
c1dde11f12d05c478f5de2d7319ad3b2,Sao Paulo Merchant C1DDE1,1.0,GST-SP-ABC22CE2
02f5837340d7eb4f653d676c7256523a,Curitiba Merchant 02F583,4.83,GST-PR-EDA6D542
7b98de631987e26dd6d803490c43a13c,Loanda Merchant 7B98DE,4.62,GST-PR-686C5786
f12ff17ad8bbf01ec5c33b17e506649b,Sao Paulo Merchant F12FF1,3.83,GST-SP-C18E57C1
a64e44665225d19dfc0277eeeaaccc57,Sao Paulo Merchant A64E44,5.0,GST-SP-76C918CF
6a8a889bde935bafa76d7848782dfaf9,Sao Paulo Merchant 6A8A88,4.04,GST-SP-DCD84A56
42b6488f5b8246d9141712abd4b1b693,Maringa Merchant 42B648,4.0,GST-PR-E6AF34E6
d6cd01c59123df02fc226eadbadb5f89,Sao Paulo Merchant D6CD01,3.0,GST-SP-0041A31E
c8e135e7b21ecbc36c1153a29d2f5a06,Sao Paulo Merchant C8E135,4.86,GST-SP-D8E66E8B
229c3efbfb0ea2058de4ccdfbc3d784a,Belo Horizonte Merchant 229C3E,3.62,GST-MG-27A1B662
f9a02f1922d1de564392e656d82b3fda,Ferraz De Vasconcelos Merchant F9A02F,4.0,GST-SP-73E42C08
9523fb39dd240aa958e040f8183d64f3,Sao Paulo Merchant 9523FB,1.0,GST-SP-5759BD8D
95ec4458365c4d11f452ccf538377619,Limeira Merchant 95EC44,4.62,GST-SP-74316DDA
6ec1a01e866584bb679eb9b098345919,Santos Merchant 6EC1A0,4.13,GST-SP-44127E48
f6122bc84774df1b372bdb3bb88ddb9f,Barueri Merchant F6122B,3.67,GST-SP-58C54B87
fa40cc5b934574b62717c68f3d678b6d,Sao Paulo Merchant FA40CC,4.46,GST-SP-A8A2983A
623ad9d0c1e14bb5464a8c72bff7b4af,Claudio Merchant 623AD9,4.0,GST-MG-0EAE6068
c0098efcf800861dcae589affca31408,Ribeirao Preto Merchant C0098E,4.78,GST-SP-FD3C0EBF
a63bfbaa882c8f4542891b4e2246cc7f,Niteroi Merchant A63BFB,4.43,GST-RJ-5F1D83AD
48b6c3f4c6a93171da04b75313f2130f,Osvaldo Cruz Merchant 48B6C3,5.0,GST-SP-6CA1E9E3
270d3ef21830ad0ecf3a6c53d08a533a,Carapicuiba Merchant 270D3E,2.33,GST-SP-A82EA21A
89c127985a8b130cfa45c1d36764017a,Osasco Merchant 89C127,3.0,GST-SP-3078586F
8b2492b7ff4468839593fafeed55bad9,Sao Goncalo Merchant 8B2492,4.17,GST-RJ-175F2B9F
1e9d5a33694bddb76316fd1f54734d20,Jaciara Merchant 1E9D5A,4.5,GST-MT-3BEF4991
5e49e3a44bdeb5aab2684258bbd4f525,Balenario Camboriu Merchant 5E49E3,4.67,GST-SC-AFF79010
8e34331b7eedd03be4e5d965c1956225,Sao Paulo Merchant 8E3433,4.8,GST-SP-77AC6562
aaed1309374718fdd995ee4c58c9dfcd,Timbo Merchant AAED13,4.07,GST-SC-03B80B66
11d4c477d09821164bca4f70a2eae031,Ribeirao Preto Merchant 11D4C4,5.0,GST-SP-E731F8B5
ff314fa6033cc68ec451c47aee2d6ba4,Sao Paulo Merchant FF314F,5.0,GST-SP-DF66BF1F
d1c7fa84e48cfa21a0e595167c1c500e,Jacutinga Merchant D1C7FA,4.33,GST-RS-2EE8B2DE
c7246702dc991a06d788120dc7544391,Fortaleza Merchant C72467,5.0,GST-CE-B04E2F50
e819bcfade7b5d88a27325eb6cfd62c5,Guarulhos Merchant E819BC,4.2,GST-SP-8258D5B3
6d2f2e3b539480db1e0842b3a4e32e6e,Guarulhos Merchant 6D2F2E,3.67,GST-SP-0FE7112E
e88165a185134e13fdfc85d4fa654db8,Ferraz De  Vasconcelos Merchant E88165,3.0,GST-SP-DF65E6AE
9e6229250fedbe05838fef417b74e7fb,Mirandopolis Merchant 9E6229,3.89,GST-SP-6B8CC251
5abb8ea023c77787f2c15da891c8d384,Joinville Merchant 5ABB8E,3.92,GST-SC-F511EB39
1d953075c2f0dd990bacf27b83b330f1,Belo Horizonte Merchant 1D9530,5.0,GST-MG-B6517698
817245bcc3badd82bbd222e0366951a6,Bauru Merchant 817245,4.0,GST-SP-478BC062
caa9bc43a9fe8cf9c564ddd8a03cc4a6,Jacarei Merchant CAA9BC,4.67,GST-SP-E2BDFC16
615005a3ef192c00c6f0e977cee3d2bc,Itu Merchant 615005,3.8,GST-SP-71B15744
1284de4ae8aa26997e748c851557cf0e,Laranjeiras Do Sul Merchant 1284DE,2.67,GST-SP-A976CEBE
5fd924b4836098a5be0ecf81ba054ce0,Sao Paulo Merchant 5FD924,4.0,GST-SP-E94084A6
7178f9f4dd81dcef02f62acdf8151e01,Videira Merchant 7178F9,4.04,GST-SC-9F90D912
8132b9bd16876e1b0f8808d43825dd48,Florianopolis Merchant 8132B9,3.0,GST-SC-EC9C1391
3f995f07c49d0d55a99d5c54957f7d81,Itapecerica Da Serra Merchant 3F995F,4.21,GST-SP-F9CE7753
a6bd7d1ccdac48c6b33b28596b7eb122,Mamanguape Merchant A6BD7D,3.33,GST-PB-A518CC6A
6650fcccd8cd2f7e55ffa524f30c4c59,Sao Paulo Merchant 6650FC,2.67,GST-SP-7913FB7B
3db66a856d18a9cba7c9241fc5221c50,Ponte Nova Merchant 3DB66A,4.18,GST-MG-0CD60FF2
8b181ee5518df84f18f4e1a43fe07923,Goioere Merchant 8B181E,5.0,GST-SP-7C489DA7
10ff823eda2b032e2c93d17a7d294736,Pederneiras Merchant 10FF82,3.89,GST-SP-F2D86200
b4a476fbd28de64b1e347abf9089366a,Itapevi Merchant B4A476,3.84,GST-SP-B85BCBED
39c763cca83e654764b7a4a650fb9b7c,Goiania Merchant 39C763,3.82,GST-GO-8E0A5659
dadc51ef321949ec9a3ab25cd902e23d,Sao Paulo Merchant DADC51,1.0,GST-SP-53737124
83b08de96980757220871b31bf6cffca,Rio De Janeiro Merchant 83B08D,4.0,GST-RJ-F63CAB93
14a08204d03bb6b6bde8029f801ae0eb,Sao Paulo Merchant 14A082,3.89,GST-SP-D13DDF68
bee36b4f9a2b9fdcaff6ec05df202ed0,Sao Paulo Merchant BEE36B,3.0,GST-SP-9496F521
28872dc528e978a639754bc8c2ce5a4c,Caxias Do Sul Merchant 28872D,5.0,GST-RS-9966A02C
c85d7b477a709c85a1e8b8f25aa1b270,Sao Bernardo Do Campo Merchant C85D7B,1.0,GST-SP-A3215E72
739c7d7be81f63812dea0d1b1451c651,Campina Grande Merchant 739C7D,4.0,GST-PB-E0AAAAB0
657969cca82e884d272385ec0ef06edd,Estancia Velha Merchant 657969,4.67,GST-RS-8312F1D8
455befea1bb853c75ccbca94cff26e5c,Resende Merchant 455BEF,3.0,GST-RJ-2B9E1CAA
800214c63934acd05d47e84214db8ba8,Jaragua Do Sul Merchant 800214,5.0,GST-SC-B872549B
5cf1ec37aea089f45110c70653a166ab,Sao Paulo Merchant 5CF1EC,3.67,GST-SP-632FA58C
0a82f5fb06a4fe4ac2cf7cb412ec71b8,Sao Paulo Merchant 0A82F5,5.0,GST-SP-3B50C08B
e45edf75f568ed2f93f78d060e246e25,Rio De Janeiro Merchant E45EDF,4.17,GST-RJ-1502C3DA
3d621842b2ed28e2b474132480edac3c,Sao Paulo Merchant 3D6218,3.9,GST-SP-A0897FB1
baf15155e37ef5492731459bdc05be8a,Sao Paulo Merchant BAF151,5.0,GST-SP-DFB758A2
c0aff2da32c17759d30b22fb0af6649d,Florianopolis Merchant C0AFF2,3.75,GST-SC-CB3717F2
a17f621c590ea0fab3d5d883e1630ec6,Sorocaba Merchant A17F62,4.06,GST-SP-B1D9A2ED
4deebb3199eeafb282ae33229144f94b,Sao Paulo Merchant 4DEEBB,4.0,GST-SP-E92FA835
9d69ba0a7a626a64dc5db08e529559cf,Ribeirao Preto Merchant 9D69BA,5.0,GST-SP-020E65E6
f92d8c817434bd2d84d4e9c61322b7fa,Sorocaba Merchant F92D8C,4.6,GST-SP-95249113
8ca5b19e0263150d2c57afdde2b3d011,Maua Merchant 8CA5B1,4.67,GST-SP-BF75B38B
eec3469d83e142f9a104886655338c37,Bauru Merchant EEC346,4.5,GST-SP-7BDDB174
55bb6fe5bebe5012e2d7d9928e1128ff,Bauru Merchant 55BB6F,3.47,GST-SP-F73ED83D
d180e07dc1e58c31c3f0cd599dc4d945,Belo Horizonte Merchant D180E0,3.0,GST-MG-2A7ED187
d6b1ce66b035a475f00c017792ff9769,Salto Merchant D6B1CE,4.28,GST-SP-EDDA6545
3aa3c89ae3cd482385568be76120f63c,Goiania Merchant 3AA3C8,4.0,GST-GO-0C015275
fe4cd9461203cee790d36792420b310f,Caratinga Merchant FE4CD9,4.0,GST-MG-09AD1253
c3aad7dc65449ae90a5e9c3c6c1e78e0,Auriflama/Sp Merchant C3AAD7,4.67,GST-SP-5F964B55
f5fea3ffed6c2e889bab72705557c63a,Rio De Janeiro Merchant F5FEA3,3.67,GST-RJ-4598A1DC
ececbfcff9804a2d6b40f589df8eef2b,Franca Merchant ECECBF,4.12,GST-SP-CAAB6E0C
a254c682cc01e119f83530446f1df9a9,Cafelandia Merchant A254C6,4.0,GST-SP-FD13D078
830379336fad8c6f3b15a4a3ddb5c66e,Sao Paulo Merchant 830379,4.5,GST-SP-B699B323
7d13fca15225358621be4086e1eb0964,Ribeirao Preto Merchant 7D13FC,4.02,GST-SP-D4A6B774
1b4c3a6f53068f0b6944d2d005c9fc89,Sao Ludgero Merchant 1B4C3A,4.22,GST-SC-9E14EE38
b92e3c8f9738272ff7c59e111e108d7c,Uba Merchant B92E3C,4.17,GST-MG-4DFFACA4
b8555308bfdb4ca1ed54325a58da9a97,Sao Bernardo Do Campo Merchant B85553,4.0,GST-SP-95C7C46A
71593c7413973a1e160057b80d4958f6,Sao Paulo / Sao Paulo Merchant 71593C,3.0,GST-SP-BF713C62
1dc2de47ee26a0a5b12dc14fd6dc0dea,Ibitinga Merchant 1DC2DE,4.56,GST-SP-2886E4B8
6c6e3d67f969468f3bfd33f827a31222,Maringa Merchant 6C6E3D,4.8,GST-PR-6A6E098A
66d5ae34537110d3affc56174dad2b2f,Sao Jose Do Rio Preto Merchant 66D5AE,1.0,GST-SP-333FA889
781a66c0d89e30814d49fe8b5e14cd07,Campinas Merchant 781A66,1.0,GST-SP-E0943A4A
