order_id,payment_id,amount,mode,status,payment_date,transaction_reference
8e47a04b25d7a7075064e8e0bd2e0318,1,37.61,credit_card,Success,2018-04-01 15:47:52,TXN-8635CA8C80F543ED
723e462ce1ee50e024887c0b403130f3,1,13.8,credit_card,Success,2018-01-06 20:17:25,TXN-2A70B7098EDAEF99
fa2ea4b6e84c1c0fc4f3a6d468c55183,1,227.12,debit_card,Success,2018-03-20 23:10:30,TXN-66CE23D1F192AF80
fb1a2a1296f822405a946cbdfc0d3ed6,1,34.78,credit_card,Success,2018-04-15 20:30:59,TXN-F92844F68F9B9B20
198298d54f269d8c5fe89e85a859af61,1,342.56,credit_card,Success,2017-07-29 20:23:39,TXN-5B0E70ECEC458F72
b19ca559688b49e8cf7f88c1aa3f0009,1,73.34,credit_card,Success,2017-07-21 22:50:14,TXN-B09DA0B23E939C9C
5be8d4719fe2e3669e2d07dddf3b6b0c,1,117.85,credit_card,Success,2017-07-07 22:55:14,TXN-B9388E8027BA9AFC
4a02e985c7239d866a632f07ed20d9c0,1,48.62,credit_card,Success,2017-10-05 11:44:56,TXN-EAFEE76BBE1BC21F
3e17eef8a8bd0131c7aed90d7508799e,1,53.99,credit_card,Success,2017-12-07 15:33:08,TXN-17AA6FD867B5B5BD
f8d323a2702fed37f0229965f7e9f8b3,1,51.14,credit_card,Success,2017-12-09 23:30:21,TXN-5379CC6BDD08E2DF
de4090fd9b7900d46323b0c7c36b7128,1,121.45,credit_card,Success,2018-05-05 10:35:22,TXN-C3A21D8DF41F330B
17e5131fe1d4b1a8dc14d4a66914f9d7,1,73.34,credit_card,Success,2017-10-12 17:55:17,TXN-231A9DD7DC4E1A9F
20f136d890c31a62486c809f91a5b098,1,117.68,credit_card,Success,2017-06-22 17:02:49,TXN-69D728972C2839FD
557cc2675910c4a6c9b54ad276f25097,1,56.77,credit_card,Success,2017-09-24 22:45:23,TXN-AEEC62D38E9919E5
d60a89ab9bc1e68834465ae630c3343e,1,115.59,credit_card,Success,2018-04-16 09:55:26,TXN-DFCB55659CBD1A02
3ba2d0012b1f34bc6ccbc31c4ba69f93,1,60.07,credit_card,Success,2017-12-31 11:07:28,TXN-346C2B718D1BA12C
d46f45b0d795bcf47a19d301710e63fe,1,27.27,credit_card,Success,2018-05-16 23:55:11,TXN-29F4008B6009D260
96de2b7f7f3c401fbee3eef068376da6,1,32.15,boleto,Success,2018-01-03 04:33:31,TXN-3F8823CE828E5736
f9d5bfb53147f381e81b89a848e26b16,1,195.71,credit_card,Success,2017-06-05 14:25:19,TXN-08D5C240793A3C74
21b8b46679ea6482cbf911d960490048,2,43.12,voucher,Success,2018-05-08 14:35:11,TXN-24FD95F6DF7E75AB
e6670c9089973cc68e5b90b7d1f4fec4,1,88.49,credit_card,Success,2018-08-12 22:30:17,TXN-544EAFFD675FFBE7
85a4fbdba48c815924115fb82330071c,1,34.09,credit_card,Success,2017-05-24 19:30:48,TXN-705291CCE15E8F31
35525be13c4af8acae0bb6d13c27110d,1,40.99,credit_card,Success,2017-09-11 23:05:37,TXN-E1A0A32132423D54
46ee6eaca194413758f200a6974b7e4d,1,71.99,credit_card,Success,2018-04-25 20:31:41,TXN-2E765032D74FB376
f49cd89d6dad6dd5759ecf15dfe4bb19,1,47.0,boleto,Success,2018-02-21 06:20:25,TXN-E108E830C4396B53
9acd1ccfbc6445c0cad9ee9ddb48054c,1,81.78,credit_card,Success,2017-04-19 16:25:17,TXN-4A948B3FA8F23607
83f24bbc4f76a2730ba9c9cfa32e6d07,1,231.45,credit_card,Success,2017-04-27 09:25:08,TXN-9D1A7E5477E79BE9
0b65284a1a74114ea029b7676fdc1ba3,1,144.2,credit_card,Success,2017-05-09 05:02:14,TXN-E6BBBB29429C6942
cf61ad2218e5c14397e7c0ba7a6a50f9,1,35.14,debit_card,Success,2018-08-08 10:35:13,TXN-45AAD63FFDB03775
243312dbb316253ab77bb0140d94803c,1,285.79,credit_card,Success,2018-03-17 08:49:39,TXN-D6F51FF1BA14CEE0
8973a53fcad22a79e0ff315e7f9a0fd9,1,176.7,credit_card,Success,2017-10-22 12:35:20,TXN-D8A5D0AC55A35C84
f090de1b2ed9f4e251662cb31e3c7127,1,27.63,credit_card,Success,2017-02-22 10:22:31,TXN-49A1CD2134F8468B
2ccde1e4676c20b9444e2bcbed36334c,1,134.56,credit_card,Success,2017-06-18 10:42:56,TXN-E7645B1B8C1ED0F3
0f4b5614da144989e2acc5291af24357,1,96.98,credit_card,Success,2017-05-03 14:02:26,TXN-9B150323A336A909
1d92d2ce1ae2e0510b5ce50c5be578c6,1,110.03,credit_card,Success,2017-12-01 10:30:59,TXN-F70ED02403D23763
a490a5d59a9bf4ef3334bfd7cf1dbdfc,1,17.78,credit_card,Success,2017-06-17 14:15:17,TXN-2654FFBCCE0CF306
60ead11db6b36221fe1424e330883a9a,1,44.0,credit_card,Success,2017-08-28 18:25:10,TXN-CB42008048713F80
c51dcdd98e1c413f3d394ffcb4656ed1,1,110.11,credit_card,Success,2018-08-20 12:55:30,TXN-FFEB924839FF0BDA
ea9184ad433a404df1d72fa0a8764232,4,22.49,voucher,Success,2018-08-20 20:29:50,TXN-65243F814189C5A5
8f936fb77c720ab9ccd618af38c885cc,1,46.63,credit_card,Success,2017-09-06 09:35:20,TXN-E0939B01C4EFF218
0fba53cb4e9429e38cd2750c32fa24a5,1,52.21,boleto,Success,2017-11-08 03:46:03,TXN-E3A2A61A9092258F
cdaa116d3c2521b4b6976043508d0943,1,61.77,credit_card,Success,2018-02-12 19:15:31,TXN-2270399395138AFD
68d7420c86be23f313c81a554320f986,1,121.88,boleto,Success,2017-11-27 17:59:51,TXN-CE2F101206C2C9BA
a5f860aaf6a3c35399495aefe92d363f,1,75.75,credit_card,Success,2018-06-26 14:57:27,TXN-7950F3DC07D10155
f51e3c7f79d1e2c076acbb6af1588b95,1,130.22,credit_card,Success,2017-03-10 20:04:32,TXN-2784FAE75D921C11
9184724aacd6a7da5bcf4c08c2c674a8,1,57.53,credit_card,Success,2017-05-18 20:35:09,TXN-4F3D84D192CCCB96
8bdc559b124e47eb71b5d1be8d6675e4,1,76.02,credit_card,Success,2017-11-26 15:56:29,TXN-A8361EEAA74E8217
49d3db2a02106c24d6ef800bd8ad5546,1,90.17,boleto,Success,2018-02-22 02:40:24,TXN-9DC845899C5EF325
c604ad5f1e0d0bcf9977cf46d1d72303,1,31.0,credit_card,Success,2017-08-10 11:30:20,TXN-0C30E1D3B51FB9E3
859980aae511377b7230f72d90bfc580,1,106.77,credit_card,Success,2018-03-16 17:30:37,TXN-522B43F6DD6E9CA4
e2cd740333fe4585ead5c50c61edb6a5,1,163.25,voucher,Success,2018-01-08 21:50:29,TXN-812BF96D7CE988FD
55779fa8fe072d9f8c92d672154558f2,1,233.66,boleto,Success,2017-09-15 02:10:49,TXN-A8E2C24A89AE2601
99bc267f49d76932cd195bfb2a94dd03,1,163.08,credit_card,Success,2018-02-26 11:49:41,TXN-288BCF04455D0780
0c99132c4ff916416ba8f74c378f1cbc,1,135.93,credit_card,Success,2018-08-10 19:45:22,TXN-25A313CC10453F95
66a4fa2d40fed98c34ced62496fdb1e7,1,267.05,credit_card,Success,2018-07-30 18:31:09,TXN-25703D02AA4C5027
db43c1a570e28fe9da60a444e3616a2b,1,186.72,credit_card,Success,2017-10-01 15:28:17,TXN-85FE9C9165C149A2
82ffe097d8ddbf319a523b9bbe7725d5,2,30.0,voucher,Success,2018-04-24 18:29:30,TXN-B39D6CA919D120C0
f75666bf6c9e09f6b3f4bcd797b57a3c,1,97.28,credit_card,Success,2018-06-06 16:55:50,TXN-54B1001F5B0BF781
5e5d1342989d05440629e2162fa52d07,1,48.61,credit_card,Success,2018-04-03 22:49:34,TXN-AACA7865A0E5FF9B
14d9794bbb53614d12cc2df6a045f82b,1,116.7,boleto,Success,2018-01-16 03:38:48,TXN-BEB1787C48BB2953
a8c012ba7d95bd2d15f666681f19c146,1,41.42,credit_card,Success,2017-02-06 20:02:12,TXN-7139535805597980
31f8013402a0749b3ab433b1aee11754,1,42.19,boleto,Success,2018-08-16 03:25:31,TXN-3D43D4DB749ED0BF
4f99d1a7b0d2308edf45baa6997ac961,1,125.53,credit_card,Success,2017-09-17 17:55:18,TXN-9B82365C298D4B2F
ca8f94a99a8120c559e416275a535066,1,92.76,credit_card,Success,2017-06-19 10:35:17,TXN-4E7A71C6D5FEEBA8
9bdcb4559b75d21a22fcd868d9e5dfec,1,348.02,credit_card,Success,2017-11-24 23:12:34,TXN-7811EB0B47FCBECA
96cc8c42014ddb42a775da9a45ae3f76,1,203.3,credit_card,Success,2018-07-16 20:45:18,TXN-01FA36ED31FE8A27
87f003dca70d4d22518366caf041e845,1,44.35,credit_card,Success,2018-01-17 21:11:20,TXN-6057121D6588BF45
f244841f5a461472de8de82f023b1371,1,116.05,credit_card,Success,2017-06-25 22:30:15,TXN-D7B828346854B1D5
3597f6476c27b4e1cc2f58588116f8f5,1,85.14,boleto,Success,2017-10-04 03:04:14,TXN-FAA649CE02C80D1D
242e24b7eaa9f48cde9d679f8591124d,1,236.66,credit_card,Success,2018-04-11 12:50:54,TXN-BE28F5733900C5EB
18259631aab7299bf25f83f5eac4c8d1,1,220.3,credit_card,Success,2018-07-10 20:31:35,TXN-80D25AC3D705FFA8
14c0c0bebe2cd50fb1dbdee84fbae03a,1,180.55,credit_card,Success,2018-01-04 14:15:30,TXN-A752B886471B0DE5
3b697a20d9e427646d92567910af6d57,1,45.46,boleto,Success,2016-10-06 15:50:54,TXN-3DD8D309F61C7128
55c0b6b41ce482c3f77407ef43fc6bad,1,26.08,boleto,Success,2017-10-18 03:15:32,TXN-1909665B7AFD04DC
53035288acc866ee15423b4293722b46,1,375.74,credit_card,Success,2018-01-19 09:53:17,TXN-40973ABBF8CC94AD
845af9472cc76e66fbf445931b511755,1,123.41,credit_card,Success,2017-12-13 09:30:52,TXN-4F82A6C9B1FFC177
953b6636ab2347a8ba37a16770db47f9,1,379.07,credit_card,Success,2017-12-22 17:31:30,TXN-6855E98939F989AE
886b114d034f4ac1d39d964c1b2a8182,1,2027.16,credit_card,Success,2017-04-02 15:55:26,TXN-28DABEAF16E1DBFF
c61e3efc183db6b89f5556efb5aa8797,1,45.5,credit_card,Success,2017-11-29 12:42:49,TXN-95666A4C0E5DE2BB
2d1d5777f29a8ee6593cf90b85afb5b6,1,91.17,credit_card,Success,2017-08-01 22:45:13,TXN-DDD31845774F94E6
aa600269bffea363cca75ad2d1908903,1,93.26,boleto,Success,2018-01-16 03:38:42,TXN-3B48B293A59EDDDE
487c1451b8fd7347d0e80e5aca887e91,2,30.0,voucher,Success,2017-03-21 08:50:00,TXN-12E6189F037025E9
0a9716da94d89975e6637874280aadad,1,165.96,credit_card,Success,2018-01-06 10:07:12,TXN-85855E66CCBB8673
65c863d90026e9dd4888e28d2135c983,2,50.0,voucher,Success,2018-03-09 19:50:25,TXN-A2BF186A82B9347A
62d9b911d7c56cf455f660eecb8ddd3a,1,1002.73,credit_card,Success,2018-07-21 14:45:09,TXN-36CFE56AFA8C00D8
279cc62fe9c5a9e6a7ad5a7536560944,1,116.56,boleto,Success,2018-08-21 04:30:19,TXN-7151FC1DB4650548
e6ed38386107802a72ec8197195f79a7,1,240.52,credit_card,Success,2018-03-22 12:49:39,TXN-7B9342F2A526F905
4a4ed9ed7922304a569ed850baba99c6,1,33.13,credit_card,Success,2018-03-08 23:24:42,TXN-2E86902772A9A4C0
3f5a1c29c5881cc9902ed702efbdde45,1,213.9,credit_card,Success,2017-09-10 19:23:25,TXN-8869699427395C68
1594012ccc1b0770373ce691d697e5ae,1,362.17,credit_card,Success,2018-04-24 19:17:00,TXN-7CA45AA25687E0DE
2fe14af1d4563c0e76f382bc63c9a245,1,88.72,credit_card,Success,2017-06-22 23:10:22,TXN-86E7963021EB5420
bc3d816db1aa7215dbde5b1b00d3d32b,1,46.85,credit_card,Success,2018-05-15 23:14:13,TXN-E5F2EF64E2CE791E
67c8c2016ddabf0059783eb44e921f99,1,68.54,boleto,Success,2018-05-03 03:35:13,TXN-14235982330CB97D
07d13d352c85dfbfa60dc56dea818335,1,32.62,boleto,Success,2017-01-24 03:50:36,TXN-4188291D2025C785
b545ba7b0bd67a3128185c7214704319,1,340.08,credit_card,Success,2018-06-11 16:31:42,TXN-0B0E85A92D884627
9d8065ae4c6f5725ee052d02ab00f64e,1,82.06,boleto,Success,2017-04-04 05:50:26,TXN-8F12DB32B4772D65
d9d104af1ea99e0b7f6b0644eedc74d0,1,40.95,credit_card,Success,2017-02-15 01:06:01,TXN-83931E8703608C8C
9e59025992bd64bc26551391ed44a450,1,67.01,credit_card,Success,2017-05-13 22:02:43,TXN-B53E26ECEB5643A0
591083bc42b589c7052118aa83118e76,5,20.0,voucher,Success,2018-01-02 22:19:30,TXN-8AE4DE71C811435B
79b63d1f9cf0257b33b04fbfb0847cba,2,76.9,voucher,Success,2018-03-25 21:48:33,TXN-EA6721B6D98E5D69
7327c30a5230ce07bc2c7a695d553a00,1,40.27,credit_card,Success,2018-08-17 20:10:02,TXN-FB596E47A4159DD7
3b9e43d6eba694f8a29c11ee67a04f2c,1,242.1,credit_card,Success,2017-12-27 17:59:31,TXN-6BE898EFE2C84421
1e6d912e4c63965bb9eccf0cc765fc24,1,207.24,boleto,Success,2018-06-02 15:10:02,TXN-B143C788B9175716
57e4fc8f20507381b3f7abbe4e2ccda3,1,215.56,credit_card,Success,2017-04-07 21:50:20,TXN-7B42FBFF5BD332D7
d4fdb2be174c84a6409a3968c55b01c5,1,39.92,credit_card,Success,2017-07-03 21:24:04,TXN-D11C1B55434E321D
e1b6234c322ab01a32771bf57c597043,1,156.09,credit_card,Success,2018-03-02 01:30:31,TXN-C50AE15BDBF176BC
03afb3c10af52ddfa3c33b9881bf43f8,1,131.5,credit_card,Success,2017-12-07 16:51:57,TXN-3C3851605B3938B5
c1b770015e27aaf2b475026989d04fe0,1,137.73,boleto,Success,2017-12-12 03:56:25,TXN-24D7DC819F6D0E06
1a9b986cfe31ed59c5a6c00287db7e74,1,31.75,credit_card,Success,2017-08-06 16:23:39,TXN-04876E0EC429EBB2
66f249e4d7ab2f3872de7bd6d74719dd,1,348.77,credit_card,Success,2018-04-13 12:50:48,TXN-A73049A4D17104D2
c79bdf061e22288609201ec60deb42fb,1,12.22,credit_card,Success,2017-05-01 19:05:20,TXN-5BE8191CA3A92F2C
648b4f683ccf074ebe65a73c8096dd18,1,139.87,credit_card,Success,2018-07-21 18:43:55,TXN-7724867016C9C248
02951078a21a2d9341ea16089a4d5031,1,257.1,credit_card,Success,2017-03-23 16:10:18,TXN-7F21FB511371B212
afd0dbbab8e90d099aaccdd8ed7d5f26,1,269.46,credit_card,Success,2018-06-14 17:40:01,TXN-8A6EA8FDD1C5F74C
2ad6c6594bf0917a25ff8b8918d4b7b0,1,40.0,credit_card,Success,2017-06-11 23:55:13,TXN-4840AFAA4230E788
774359a2a8b6be829653bae9390a0dd0,1,350.09,credit_card,Success,2018-05-14 16:37:24,TXN-E321230DA026B0F2
332c6742772f2df936696b6512b10edb,2,134.55,credit_card,Success,2017-06-19 01:03:08,TXN-CA3D0CD3A9FCE3C8
c385c0eba07c858dd60ffe00a60dda64,1,112.73,credit_card,Success,2017-11-27 00:36:31,TXN-426AC8F152395608
d087b8e096ca051f548e29b324272834,1,72.05,boleto,Success,2018-03-07 02:49:00,TXN-ADD3252850AD6374
5262eaeb971616ffef822379ed91896f,1,0.67,credit_card,Success,2018-06-08 20:43:58,TXN-922A03A077F028FE
52636dd3c039f62169b0eb724af63047,1,77.77,credit_card,Success,2018-01-02 18:31:14,TXN-EBA198D99B3DE34F
aa7c35fd606f4275e267e859c6a84d0f,1,26.68,credit_card,Success,2017-05-23 16:40:05,TXN-28B9AE98E26B4E0B
caca64f71d73695719939294fa88c791,1,371.42,credit_card,Success,2018-08-23 21:44:16,TXN-A1B63CF9C0A1882A
fd1ddfeca967b94315642dfe5c7545f7,1,225.71,credit_card,Success,2017-12-07 22:10:32,TXN-23FEF2F72C6B5D8A
fa12564d7462c9a851c79c301bcb97de,1,103.79,credit_card,Success,2018-07-08 13:05:16,TXN-99AAC1F1338EE5CE
9c96fac210f67f329b80d898001fee09,1,65.0,boleto,Success,2017-11-22 03:12:30,TXN-380393FC103D55D9
85e710051891004eca4f527adcadd0c3,2,69.8,voucher,Success,2017-04-21 21:05:10,TXN-DBF024CD5128730C
11978d520d85578c9f024b99ac1a87ef,2,20.09,voucher,Success,2017-08-07 20:25:19,TXN-BEBA25EC2DD0EDBC
9062b998bfc2521b3978b34034ba6e1e,1,125.41,credit_card,Success,2017-03-11 13:46:22,TXN-937BD1FF608C4544
31be75ffd0c4b58ca777e72cd2352b14,1,95.99,boleto,Success,2018-02-15 04:08:00,TXN-62662B1549A1316F
